"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2022M05D07","2022 May 07","20","Networked gas supply - imports","Gigawatt hours","129.186344"
"NGSD01C01","Networked Gas Daily Supply","2022M05D08","2022 May 08","-","All networked gas supply","Gigawatt hours","128.988515"
"NGSD01C01","Networked Gas Daily Supply","2022M05D08","2022 May 08","10","Networked gas supply - indigenous production","Gigawatt hours","42.425634"
"NGSD01C01","Networked Gas Daily Supply","2022M05D08","2022 May 08","20","Networked gas supply - imports","Gigawatt hours","86.562881"
"NGSD01C01","Networked Gas Daily Supply","2022M05D09","2022 May 09","-","All networked gas supply","Gigawatt hours","113.259924"
"NGSD01C01","Networked Gas Daily Supply","2022M05D09","2022 May 09","10","Networked gas supply - indigenous production","Gigawatt hours","42.461441"
"NGSD01C01","Networked Gas Daily Supply","2022M05D09","2022 May 09","20","Networked gas supply - imports","Gigawatt hours","70.798483"
"NGSD01C01","Networked Gas Daily Supply","2022M05D10","2022 May 10","-","All networked gas supply","Gigawatt hours","116.315718"
"NGSD01C01","Networked Gas Daily Supply","2022M05D10","2022 May 10","10","Networked gas supply - indigenous production","Gigawatt hours","41.000424"
"NGSD01C01","Networked Gas Daily Supply","2022M05D10","2022 May 10","20","Networked gas supply - imports","Gigawatt hours","75.315294"
"NGSD01C01","Networked Gas Daily Supply","2022M05D11","2022 May 11","-","All networked gas supply","Gigawatt hours","138.335325"
"NGSD01C01","Networked Gas Daily Supply","2022M05D11","2022 May 11","10","Networked gas supply - indigenous production","Gigawatt hours","42.42511"
"NGSD01C01","Networked Gas Daily Supply","2022M05D11","2022 May 11","20","Networked gas supply - imports","Gigawatt hours","95.910215"
"NGSD01C01","Networked Gas Daily Supply","2022M05D12","2022 May 12","-","All networked gas supply","Gigawatt hours","137.779512"
"NGSD01C01","Networked Gas Daily Supply","2022M05D12","2022 May 12","10","Networked gas supply - indigenous production","Gigawatt hours","42.446412"
"NGSD01C01","Networked Gas Daily Supply","2022M05D12","2022 May 12","20","Networked gas supply - imports","Gigawatt hours","95.3331"
"NGSD01C01","Networked Gas Daily Supply","2022M05D13","2022 May 13","-","All networked gas supply","Gigawatt hours","132.832601"
"NGSD01C01","Networked Gas Daily Supply","2022M05D13","2022 May 13","10","Networked gas supply - indigenous production","Gigawatt hours","42.437601"
"NGSD01C01","Networked Gas Daily Supply","2022M05D13","2022 May 13","20","Networked gas supply - imports","Gigawatt hours","90.395"
"NGSD01C01","Networked Gas Daily Supply","2022M05D14","2022 May 14","-","All networked gas supply","Gigawatt hours","165.282333"
"NGSD01C01","Networked Gas Daily Supply","2022M05D14","2022 May 14","10","Networked gas supply - indigenous production","Gigawatt hours","42.398618"
"NGSD01C01","Networked Gas Daily Supply","2022M05D14","2022 May 14","20","Networked gas supply - imports","Gigawatt hours","122.883715"
"NGSD01C01","Networked Gas Daily Supply","2022M05D15","2022 May 15","-","All networked gas supply","Gigawatt hours","140.236072"
"NGSD01C01","Networked Gas Daily Supply","2022M05D15","2022 May 15","10","Networked gas supply - indigenous production","Gigawatt hours","42.016377"
"NGSD01C01","Networked Gas Daily Supply","2022M05D15","2022 May 15","20","Networked gas supply - imports","Gigawatt hours","98.219695"
"NGSD01C01","Networked Gas Daily Supply","2022M05D16","2022 May 16","-","All networked gas supply","Gigawatt hours","138.677503"
"NGSD01C01","Networked Gas Daily Supply","2022M05D16","2022 May 16","10","Networked gas supply - indigenous production","Gigawatt hours","41.529966"
"NGSD01C01","Networked Gas Daily Supply","2022M05D16","2022 May 16","20","Networked gas supply - imports","Gigawatt hours","97.147537"
"NGSD01C01","Networked Gas Daily Supply","2022M05D17","2022 May 17","-","All networked gas supply","Gigawatt hours","139.288157"
"NGSD01C01","Networked Gas Daily Supply","2022M05D17","2022 May 17","10","Networked gas supply - indigenous production","Gigawatt hours","42.222531"
"NGSD01C01","Networked Gas Daily Supply","2022M05D17","2022 May 17","20","Networked gas supply - imports","Gigawatt hours","97.065626"
"NGSD01C01","Networked Gas Daily Supply","2022M05D18","2022 May 18","-","All networked gas supply","Gigawatt hours","112.47305"
"NGSD01C01","Networked Gas Daily Supply","2022M05D18","2022 May 18","10","Networked gas supply - indigenous production","Gigawatt hours","41.986317"
"NGSD01C01","Networked Gas Daily Supply","2022M05D18","2022 May 18","20","Networked gas supply - imports","Gigawatt hours","70.486733"
"NGSD01C01","Networked Gas Daily Supply","2022M05D19","2022 May 19","-","All networked gas supply","Gigawatt hours","112.549476"
"NGSD01C01","Networked Gas Daily Supply","2022M05D19","2022 May 19","10","Networked gas supply - indigenous production","Gigawatt hours","41.8366"
"NGSD01C01","Networked Gas Daily Supply","2022M05D19","2022 May 19","20","Networked gas supply - imports","Gigawatt hours","70.712876"
"NGSD01C01","Networked Gas Daily Supply","2022M05D20","2022 May 20","-","All networked gas supply","Gigawatt hours","121.598598"
"NGSD01C01","Networked Gas Daily Supply","2022M05D20","2022 May 20","10","Networked gas supply - indigenous production","Gigawatt hours","41.904531"
"NGSD01C01","Networked Gas Daily Supply","2022M05D20","2022 May 20","20","Networked gas supply - imports","Gigawatt hours","79.694067"
"NGSD01C01","Networked Gas Daily Supply","2022M05D21","2022 May 21","-","All networked gas supply","Gigawatt hours","139.538585"
"NGSD01C01","Networked Gas Daily Supply","2022M05D21","2022 May 21","10","Networked gas supply - indigenous production","Gigawatt hours","41.795884"
"NGSD01C01","Networked Gas Daily Supply","2022M05D21","2022 May 21","20","Networked gas supply - imports","Gigawatt hours","97.742701"
"NGSD01C01","Networked Gas Daily Supply","2022M05D22","2022 May 22","-","All networked gas supply","Gigawatt hours","132.532394"
"NGSD01C01","Networked Gas Daily Supply","2022M05D22","2022 May 22","10","Networked gas supply - indigenous production","Gigawatt hours","41.897902"
"NGSD01C01","Networked Gas Daily Supply","2022M05D22","2022 May 22","20","Networked gas supply - imports","Gigawatt hours","90.634492"
"NGSD01C01","Networked Gas Daily Supply","2022M05D23","2022 May 23","-","All networked gas supply","Gigawatt hours","162.780749"
"NGSD01C01","Networked Gas Daily Supply","2022M05D23","2022 May 23","10","Networked gas supply - indigenous production","Gigawatt hours","15.769561"
"NGSD01C01","Networked Gas Daily Supply","2022M05D23","2022 May 23","20","Networked gas supply - imports","Gigawatt hours","147.011188"
"NGSD01C01","Networked Gas Daily Supply","2022M05D24","2022 May 24","-","All networked gas supply","Gigawatt hours","152.759123"
"NGSD01C01","Networked Gas Daily Supply","2022M05D24","2022 May 24","10","Networked gas supply - indigenous production","Gigawatt hours","29.142476"
"NGSD01C01","Networked Gas Daily Supply","2022M05D24","2022 May 24","20","Networked gas supply - imports","Gigawatt hours","123.616647"
"NGSD01C01","Networked Gas Daily Supply","2022M05D25","2022 May 25","-","All networked gas supply","Gigawatt hours","117.83275"
"NGSD01C01","Networked Gas Daily Supply","2022M05D25","2022 May 25","10","Networked gas supply - indigenous production","Gigawatt hours","42.607888"
"NGSD01C01","Networked Gas Daily Supply","2022M05D25","2022 May 25","20","Networked gas supply - imports","Gigawatt hours","75.224862"
"NGSD01C01","Networked Gas Daily Supply","2022M05D26","2022 May 26","-","All networked gas supply","Gigawatt hours","127.974586"
"NGSD01C01","Networked Gas Daily Supply","2022M05D26","2022 May 26","10","Networked gas supply - indigenous production","Gigawatt hours","42.196294"
"NGSD01C01","Networked Gas Daily Supply","2022M05D26","2022 May 26","20","Networked gas supply - imports","Gigawatt hours","85.778292"
"NGSD01C01","Networked Gas Daily Supply","2022M05D27","2022 May 27","-","All networked gas supply","Gigawatt hours","167.508333"
"NGSD01C01","Networked Gas Daily Supply","2022M05D27","2022 May 27","10","Networked gas supply - indigenous production","Gigawatt hours","42.156632"
"NGSD01C01","Networked Gas Daily Supply","2022M05D27","2022 May 27","20","Networked gas supply - imports","Gigawatt hours","125.351701"
"NGSD01C01","Networked Gas Daily Supply","2022M05D28","2022 May 28","-","All networked gas supply","Gigawatt hours","159.021706"
"NGSD01C01","Networked Gas Daily Supply","2022M05D28","2022 May 28","10","Networked gas supply - indigenous production","Gigawatt hours","41.769232"
"NGSD01C01","Networked Gas Daily Supply","2022M05D28","2022 May 28","20","Networked gas supply - imports","Gigawatt hours","117.252474"
"NGSD01C01","Networked Gas Daily Supply","2022M05D29","2022 May 29","-","All networked gas supply","Gigawatt hours","141.531925"
"NGSD01C01","Networked Gas Daily Supply","2022M05D29","2022 May 29","10","Networked gas supply - indigenous production","Gigawatt hours","41.792799"
"NGSD01C01","Networked Gas Daily Supply","2022M05D29","2022 May 29","20","Networked gas supply - imports","Gigawatt hours","99.739126"
"NGSD01C01","Networked Gas Daily Supply","2022M05D30","2022 May 30","-","All networked gas supply","Gigawatt hours","165.847396"
"NGSD01C01","Networked Gas Daily Supply","2022M05D30","2022 May 30","10","Networked gas supply - indigenous production","Gigawatt hours","41.776995"
"NGSD01C01","Networked Gas Daily Supply","2022M05D30","2022 May 30","20","Networked gas supply - imports","Gigawatt hours","124.070401"
"NGSD01C01","Networked Gas Daily Supply","2022M05D31","2022 May 31","-","All networked gas supply","Gigawatt hours","174.149865"
"NGSD01C01","Networked Gas Daily Supply","2022M05D31","2022 May 31","10","Networked gas supply - indigenous production","Gigawatt hours","37.163216"
"NGSD01C01","Networked Gas Daily Supply","2022M05D31","2022 May 31","20","Networked gas supply - imports","Gigawatt hours","136.986649"
"NGSD01C01","Networked Gas Daily Supply","2022M06D01","2022 June 01","-","All networked gas supply","Gigawatt hours","168.048475"
"NGSD01C01","Networked Gas Daily Supply","2022M06D01","2022 June 01","10","Networked gas supply - indigenous production","Gigawatt hours","34.325912"
"NGSD01C01","Networked Gas Daily Supply","2022M06D01","2022 June 01","20","Networked gas supply - imports","Gigawatt hours","133.722563"
"NGSD01C01","Networked Gas Daily Supply","2022M06D02","2022 June 02","-","All networked gas supply","Gigawatt hours","176.656151"
"NGSD01C01","Networked Gas Daily Supply","2022M06D02","2022 June 02","10","Networked gas supply - indigenous production","Gigawatt hours","41.717018"
"NGSD01C01","Networked Gas Daily Supply","2022M06D02","2022 June 02","20","Networked gas supply - imports","Gigawatt hours","134.939133"
"NGSD01C01","Networked Gas Daily Supply","2022M06D03","2022 June 03","-","All networked gas supply","Gigawatt hours","156.308799"
"NGSD01C01","Networked Gas Daily Supply","2022M06D03","2022 June 03","10","Networked gas supply - indigenous production","Gigawatt hours","41.511771"
"NGSD01C01","Networked Gas Daily Supply","2022M06D03","2022 June 03","20","Networked gas supply - imports","Gigawatt hours","114.797028"
"NGSD01C01","Networked Gas Daily Supply","2022M06D04","2022 June 04","-","All networked gas supply","Gigawatt hours","142.572849"
"NGSD01C01","Networked Gas Daily Supply","2022M06D04","2022 June 04","10","Networked gas supply - indigenous production","Gigawatt hours","41.35457"
"NGSD01C01","Networked Gas Daily Supply","2022M06D04","2022 June 04","20","Networked gas supply - imports","Gigawatt hours","101.218279"
"NGSD01C01","Networked Gas Daily Supply","2022M06D05","2022 June 05","-","All networked gas supply","Gigawatt hours","161.630497"
"NGSD01C01","Networked Gas Daily Supply","2022M06D05","2022 June 05","10","Networked gas supply - indigenous production","Gigawatt hours","41.389941"
"NGSD01C01","Networked Gas Daily Supply","2022M06D05","2022 June 05","20","Networked gas supply - imports","Gigawatt hours","120.240556"
"NGSD01C01","Networked Gas Daily Supply","2022M06D06","2022 June 06","-","All networked gas supply","Gigawatt hours","156.536951"
"NGSD01C01","Networked Gas Daily Supply","2022M06D06","2022 June 06","10","Networked gas supply - indigenous production","Gigawatt hours","41.522487"
"NGSD01C01","Networked Gas Daily Supply","2022M06D06","2022 June 06","20","Networked gas supply - imports","Gigawatt hours","115.014464"
"NGSD01C01","Networked Gas Daily Supply","2022M06D07","2022 June 07","-","All networked gas supply","Gigawatt hours","145.578229"
"NGSD01C01","Networked Gas Daily Supply","2022M06D07","2022 June 07","10","Networked gas supply - indigenous production","Gigawatt hours","41.499476"
"NGSD01C01","Networked Gas Daily Supply","2022M06D07","2022 June 07","20","Networked gas supply - imports","Gigawatt hours","104.078753"
"NGSD01C01","Networked Gas Daily Supply","2022M06D08","2022 June 08","-","All networked gas supply","Gigawatt hours","125.117496"
"NGSD01C01","Networked Gas Daily Supply","2022M06D08","2022 June 08","10","Networked gas supply - indigenous production","Gigawatt hours","42.059595"
"NGSD01C01","Networked Gas Daily Supply","2022M06D08","2022 June 08","20","Networked gas supply - imports","Gigawatt hours","83.057901"
"NGSD01C01","Networked Gas Daily Supply","2022M06D09","2022 June 09","-","All networked gas supply","Gigawatt hours","120.112935"
"NGSD01C01","Networked Gas Daily Supply","2022M06D09","2022 June 09","10","Networked gas supply - indigenous production","Gigawatt hours","32.280656"
"NGSD01C01","Networked Gas Daily Supply","2022M06D09","2022 June 09","20","Networked gas supply - imports","Gigawatt hours","87.832279"
"NGSD01C01","Networked Gas Daily Supply","2022M06D10","2022 June 10","-","All networked gas supply","Gigawatt hours","105.291025"
"NGSD01C01","Networked Gas Daily Supply","2022M06D10","2022 June 10","10","Networked gas supply - indigenous production","Gigawatt hours","27.510141"
"NGSD01C01","Networked Gas Daily Supply","2022M06D10","2022 June 10","20","Networked gas supply - imports","Gigawatt hours","77.780884"
"NGSD01C01","Networked Gas Daily Supply","2022M06D11","2022 June 11","-","All networked gas supply","Gigawatt hours","93.945803"
