"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2022M09D28","2022 September 28","10","Power Plants","Gigawatt hours","112.815"
"NGSD02C01","Networked Gas Daily Demand","2022M09D28","2022 September 28","-","All networked gas customers","Gigawatt hours","159.739582"
"NGSD02C01","Networked Gas Daily Demand","2022M09D29","2022 September 29","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","21.51598"
"NGSD02C01","Networked Gas Daily Demand","2022M09D29","2022 September 29","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.796891"
"NGSD02C01","Networked Gas Daily Demand","2022M09D29","2022 September 29","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.684788"
"NGSD02C01","Networked Gas Daily Demand","2022M09D29","2022 September 29","10","Power Plants","Gigawatt hours","122.731945"
"NGSD02C01","Networked Gas Daily Demand","2022M09D29","2022 September 29","-","All networked gas customers","Gigawatt hours","168.729604"
"NGSD02C01","Networked Gas Daily Demand","2022M09D30","2022 September 30","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","20.802417"
"NGSD02C01","Networked Gas Daily Demand","2022M09D30","2022 September 30","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.173577"
"NGSD02C01","Networked Gas Daily Demand","2022M09D30","2022 September 30","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.466207"
"NGSD02C01","Networked Gas Daily Demand","2022M09D30","2022 September 30","10","Power Plants","Gigawatt hours","57.194444"
"NGSD02C01","Networked Gas Daily Demand","2022M09D30","2022 September 30","-","All networked gas customers","Gigawatt hours","101.636645"
"NGSD02C01","Networked Gas Daily Demand","2022M10D01","2022 October 01","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.515061"
"NGSD02C01","Networked Gas Daily Demand","2022M10D01","2022 October 01","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.714859"
"NGSD02C01","Networked Gas Daily Demand","2022M10D01","2022 October 01","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.199376"
"NGSD02C01","Networked Gas Daily Demand","2022M10D01","2022 October 01","10","Power Plants","Gigawatt hours","63.476666"
"NGSD02C01","Networked Gas Daily Demand","2022M10D01","2022 October 01","-","All networked gas customers","Gigawatt hours","101.905962"
"NGSD02C01","Networked Gas Daily Demand","2022M10D02","2022 October 02","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","15.950816"
"NGSD02C01","Networked Gas Daily Demand","2022M10D02","2022 October 02","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.448729"
"NGSD02C01","Networked Gas Daily Demand","2022M10D02","2022 October 02","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.781013"
"NGSD02C01","Networked Gas Daily Demand","2022M10D02","2022 October 02","10","Power Plants","Gigawatt hours","122.845832"
"NGSD02C01","Networked Gas Daily Demand","2022M10D02","2022 October 02","-","All networked gas customers","Gigawatt hours","160.02639"
"NGSD02C01","Networked Gas Daily Demand","2022M10D03","2022 October 03","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.817828"
"NGSD02C01","Networked Gas Daily Demand","2022M10D03","2022 October 03","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.540499"
"NGSD02C01","Networked Gas Daily Demand","2022M10D03","2022 October 03","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.934942"
"NGSD02C01","Networked Gas Daily Demand","2022M10D03","2022 October 03","10","Power Plants","Gigawatt hours","73.510556"
"NGSD02C01","Networked Gas Daily Demand","2022M10D03","2022 October 03","-","All networked gas customers","Gigawatt hours","114.803825"
"NGSD02C01","Networked Gas Daily Demand","2022M10D04","2022 October 04","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.653715"
"NGSD02C01","Networked Gas Daily Demand","2022M10D04","2022 October 04","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.478804"
"NGSD02C01","Networked Gas Daily Demand","2022M10D04","2022 October 04","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.429323"
"NGSD02C01","Networked Gas Daily Demand","2022M10D04","2022 October 04","10","Power Plants","Gigawatt hours","91.175833"
"NGSD02C01","Networked Gas Daily Demand","2022M10D04","2022 October 04","-","All networked gas customers","Gigawatt hours","131.737675"
"NGSD02C01","Networked Gas Daily Demand","2022M10D05","2022 October 05","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","20.59328"
"NGSD02C01","Networked Gas Daily Demand","2022M10D05","2022 October 05","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.051557"
"NGSD02C01","Networked Gas Daily Demand","2022M10D05","2022 October 05","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.664289"
"NGSD02C01","Networked Gas Daily Demand","2022M10D05","2022 October 05","10","Power Plants","Gigawatt hours","79.885832"
"NGSD02C01","Networked Gas Daily Demand","2022M10D05","2022 October 05","-","All networked gas customers","Gigawatt hours","125.194958"
"NGSD02C01","Networked Gas Daily Demand","2022M10D06","2022 October 06","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","19.789641"
"NGSD02C01","Networked Gas Daily Demand","2022M10D06","2022 October 06","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.840901"
"NGSD02C01","Networked Gas Daily Demand","2022M10D06","2022 October 06","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.692687"
"NGSD02C01","Networked Gas Daily Demand","2022M10D06","2022 October 06","10","Power Plants","Gigawatt hours","55.757501"
"NGSD02C01","Networked Gas Daily Demand","2022M10D06","2022 October 06","-","All networked gas customers","Gigawatt hours","100.08073"
"NGSD02C01","Networked Gas Daily Demand","2022M10D07","2022 October 07","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","20.824416"
"NGSD02C01","Networked Gas Daily Demand","2022M10D07","2022 October 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.666598"
"NGSD02C01","Networked Gas Daily Demand","2022M10D07","2022 October 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.883062"
"NGSD02C01","Networked Gas Daily Demand","2022M10D07","2022 October 07","10","Power Plants","Gigawatt hours","70.142501"
"NGSD02C01","Networked Gas Daily Demand","2022M10D07","2022 October 07","-","All networked gas customers","Gigawatt hours","115.516577"
"NGSD02C01","Networked Gas Daily Demand","2022M10D08","2022 October 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","19.296781"
"NGSD02C01","Networked Gas Daily Demand","2022M10D08","2022 October 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.983563"
"NGSD02C01","Networked Gas Daily Demand","2022M10D08","2022 October 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.060235"
"NGSD02C01","Networked Gas Daily Demand","2022M10D08","2022 October 08","10","Power Plants","Gigawatt hours","78.968055"
"NGSD02C01","Networked Gas Daily Demand","2022M10D08","2022 October 08","-","All networked gas customers","Gigawatt hours","120.308634"
"NGSD02C01","Networked Gas Daily Demand","2022M10D09","2022 October 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","20.995091"
"NGSD02C01","Networked Gas Daily Demand","2022M10D09","2022 October 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.79962"
"NGSD02C01","Networked Gas Daily Demand","2022M10D09","2022 October 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.262164"
"NGSD02C01","Networked Gas Daily Demand","2022M10D09","2022 October 09","10","Power Plants","Gigawatt hours","51.194167"
"NGSD02C01","Networked Gas Daily Demand","2022M10D09","2022 October 09","-","All networked gas customers","Gigawatt hours","93.251042"
"NGSD02C01","Networked Gas Daily Demand","2022M10D10","2022 October 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.208209"
"NGSD02C01","Networked Gas Daily Demand","2022M10D10","2022 October 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.417746"
"NGSD02C01","Networked Gas Daily Demand","2022M10D10","2022 October 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.07577"
"NGSD02C01","Networked Gas Daily Demand","2022M10D10","2022 October 10","10","Power Plants","Gigawatt hours","101.232779"
"NGSD02C01","Networked Gas Daily Demand","2022M10D10","2022 October 10","-","All networked gas customers","Gigawatt hours","151.934504"
"NGSD02C01","Networked Gas Daily Demand","2022M10D11","2022 October 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.768179"
"NGSD02C01","Networked Gas Daily Demand","2022M10D11","2022 October 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.280527"
"NGSD02C01","Networked Gas Daily Demand","2022M10D11","2022 October 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.542163"
"NGSD02C01","Networked Gas Daily Demand","2022M10D11","2022 October 11","10","Power Plants","Gigawatt hours","84.860557"
"NGSD02C01","Networked Gas Daily Demand","2022M10D11","2022 October 11","-","All networked gas customers","Gigawatt hours","135.451426"
"NGSD02C01","Networked Gas Daily Demand","2022M10D12","2022 October 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","24.369331"
"NGSD02C01","Networked Gas Daily Demand","2022M10D12","2022 October 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.244369"
"NGSD02C01","Networked Gas Daily Demand","2022M10D12","2022 October 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.780622"
"NGSD02C01","Networked Gas Daily Demand","2022M10D12","2022 October 12","10","Power Plants","Gigawatt hours","105.608333"
"NGSD02C01","Networked Gas Daily Demand","2022M10D12","2022 October 12","-","All networked gas customers","Gigawatt hours","155.002655"
"NGSD02C01","Networked Gas Daily Demand","2022M10D13","2022 October 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.121531"
"NGSD02C01","Networked Gas Daily Demand","2022M10D13","2022 October 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.302028"
"NGSD02C01","Networked Gas Daily Demand","2022M10D13","2022 October 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.417023"
"NGSD02C01","Networked Gas Daily Demand","2022M10D13","2022 October 13","10","Power Plants","Gigawatt hours","98.315555"
"NGSD02C01","Networked Gas Daily Demand","2022M10D13","2022 October 13","-","All networked gas customers","Gigawatt hours","149.156137"
"NGSD02C01","Networked Gas Daily Demand","2022M10D14","2022 October 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","24.302304"
"NGSD02C01","Networked Gas Daily Demand","2022M10D14","2022 October 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.838703"
"NGSD02C01","Networked Gas Daily Demand","2022M10D14","2022 October 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.419816"
"NGSD02C01","Networked Gas Daily Demand","2022M10D14","2022 October 14","10","Power Plants","Gigawatt hours","90.065277"
"NGSD02C01","Networked Gas Daily Demand","2022M10D14","2022 October 14","-","All networked gas customers","Gigawatt hours","139.6261"
"NGSD02C01","Networked Gas Daily Demand","2022M10D15","2022 October 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.294074"
"NGSD02C01","Networked Gas Daily Demand","2022M10D15","2022 October 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.594723"
"NGSD02C01","Networked Gas Daily Demand","2022M10D15","2022 October 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.675187"
"NGSD02C01","Networked Gas Daily Demand","2022M10D15","2022 October 15","10","Power Plants","Gigawatt hours","49.515555"
"NGSD02C01","Networked Gas Daily Demand","2022M10D15","2022 October 15","-","All networked gas customers","Gigawatt hours","98.079539"
"NGSD02C01","Networked Gas Daily Demand","2022M10D16","2022 October 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","28.925604"
"NGSD02C01","Networked Gas Daily Demand","2022M10D16","2022 October 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.438899"
"NGSD02C01","Networked Gas Daily Demand","2022M10D16","2022 October 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.954433"
"NGSD02C01","Networked Gas Daily Demand","2022M10D16","2022 October 16","10","Power Plants","Gigawatt hours","65.844167"
"NGSD02C01","Networked Gas Daily Demand","2022M10D16","2022 October 16","-","All networked gas customers","Gigawatt hours","117.163103"
"NGSD02C01","Networked Gas Daily Demand","2022M10D17","2022 October 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","26.903376"
"NGSD02C01","Networked Gas Daily Demand","2022M10D17","2022 October 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.350264"
"NGSD02C01","Networked Gas Daily Demand","2022M10D17","2022 October 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.8579"
"NGSD02C01","Networked Gas Daily Demand","2022M10D17","2022 October 17","10","Power Plants","Gigawatt hours","83.586112"
"NGSD02C01","Networked Gas Daily Demand","2022M10D17","2022 October 17","-","All networked gas customers","Gigawatt hours","135.697652"
"NGSD02C01","Networked Gas Daily Demand","2022M10D18","2022 October 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","27.003752"
"NGSD02C01","Networked Gas Daily Demand","2022M10D18","2022 October 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.676226"
"NGSD02C01","Networked Gas Daily Demand","2022M10D18","2022 October 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.403549"
"NGSD02C01","Networked Gas Daily Demand","2022M10D18","2022 October 18","10","Power Plants","Gigawatt hours","84.868056"
"NGSD02C01","Networked Gas Daily Demand","2022M10D18","2022 October 18","-","All networked gas customers","Gigawatt hours","137.951583"
"NGSD02C01","Networked Gas Daily Demand","2022M10D19","2022 October 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","27.862901"
"NGSD02C01","Networked Gas Daily Demand","2022M10D19","2022 October 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.646489"
"NGSD02C01","Networked Gas Daily Demand","2022M10D19","2022 October 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.860604"
"NGSD02C01","Networked Gas Daily Demand","2022M10D19","2022 October 19","10","Power Plants","Gigawatt hours","66.470833"
"NGSD02C01","Networked Gas Daily Demand","2022M10D19","2022 October 19","-","All networked gas customers","Gigawatt hours","119.840827"
"NGSD02C01","Networked Gas Daily Demand","2022M10D20","2022 October 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.815353"
"NGSD02C01","Networked Gas Daily Demand","2022M10D20","2022 October 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.333519"
"NGSD02C01","Networked Gas Daily Demand","2022M10D20","2022 October 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.120287"
"NGSD02C01","Networked Gas Daily Demand","2022M10D20","2022 October 20","10","Power Plants","Gigawatt hours","96.114722"
"NGSD02C01","Networked Gas Daily Demand","2022M10D20","2022 October 20","-","All networked gas customers","Gigawatt hours","144.383881"
"NGSD02C01","Networked Gas Daily Demand","2022M10D21","2022 October 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.442259"
"NGSD02C01","Networked Gas Daily Demand","2022M10D21","2022 October 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.775822"
"NGSD02C01","Networked Gas Daily Demand","2022M10D21","2022 October 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.460728"
"NGSD02C01","Networked Gas Daily Demand","2022M10D21","2022 October 21","10","Power Plants","Gigawatt hours","91.238334"
"NGSD02C01","Networked Gas Daily Demand","2022M10D21","2022 October 21","-","All networked gas customers","Gigawatt hours","137.917143"
"NGSD02C01","Networked Gas Daily Demand","2022M10D22","2022 October 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","18.497339"
"NGSD02C01","Networked Gas Daily Demand","2022M10D22","2022 October 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.079316"
"NGSD02C01","Networked Gas Daily Demand","2022M10D22","2022 October 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.459153"
"NGSD02C01","Networked Gas Daily Demand","2022M10D22","2022 October 22","10","Power Plants","Gigawatt hours","103.624444"
"NGSD02C01","Networked Gas Daily Demand","2022M10D22","2022 October 22","-","All networked gas customers","Gigawatt hours","144.660252"
"NGSD02C01","Networked Gas Daily Demand","2022M10D23","2022 October 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.33888"
"NGSD02C01","Networked Gas Daily Demand","2022M10D23","2022 October 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.843896"
"NGSD02C01","Networked Gas Daily Demand","2022M10D23","2022 October 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.189823"
"NGSD02C01","Networked Gas Daily Demand","2022M10D23","2022 October 23","10","Power Plants","Gigawatt hours","113.759444"
"NGSD02C01","Networked Gas Daily Demand","2022M10D23","2022 October 23","-","All networked gas customers","Gigawatt hours","153.132043"
"NGSD02C01","Networked Gas Daily Demand","2022M10D24","2022 October 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.700038"
"NGSD02C01","Networked Gas Daily Demand","2022M10D24","2022 October 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.278423"
"NGSD02C01","Networked Gas Daily Demand","2022M10D24","2022 October 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.634132"
"NGSD02C01","Networked Gas Daily Demand","2022M10D24","2022 October 24","10","Power Plants","Gigawatt hours","102.022223"
"NGSD02C01","Networked Gas Daily Demand","2022M10D24","2022 October 24","-","All networked gas customers","Gigawatt hours","149.634816"
"NGSD02C01","Networked Gas Daily Demand","2022M10D25","2022 October 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","23.993231"
"NGSD02C01","Networked Gas Daily Demand","2022M10D25","2022 October 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.119493"
"NGSD02C01","Networked Gas Daily Demand","2022M10D25","2022 October 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.194228"
"NGSD02C01","Networked Gas Daily Demand","2022M10D25","2022 October 25","10","Power Plants","Gigawatt hours","92.104445"
"NGSD02C01","Networked Gas Daily Demand","2022M10D25","2022 October 25","-","All networked gas customers","Gigawatt hours","141.411397"
"NGSD02C01","Networked Gas Daily Demand","2022M10D26","2022 October 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.514912"
"NGSD02C01","Networked Gas Daily Demand","2022M10D26","2022 October 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","9.108997"
"NGSD02C01","Networked Gas Daily Demand","2022M10D26","2022 October 26","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.533386"
"NGSD02C01","Networked Gas Daily Demand","2022M10D26","2022 October 26","10","Power Plants","Gigawatt hours","81.893889"
"NGSD02C01","Networked Gas Daily Demand","2022M10D26","2022 October 26","-","All networked gas customers","Gigawatt hours","130.051184"
"NGSD02C01","Networked Gas Daily Demand","2022M10D27","2022 October 27","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","21.276159"
"NGSD02C01","Networked Gas Daily Demand","2022M10D27","2022 October 27","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.781278"
"NGSD02C01","Networked Gas Daily Demand","2022M10D27","2022 October 27","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.626771"
"NGSD02C01","Networked Gas Daily Demand","2022M10D27","2022 October 27","10","Power Plants","Gigawatt hours","89.412222"
"NGSD02C01","Networked Gas Daily Demand","2022M10D27","2022 October 27","-","All networked gas customers","Gigawatt hours","136.09643"
"NGSD02C01","Networked Gas Daily Demand","2022M10D28","2022 October 28","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","21.385055"
"NGSD02C01","Networked Gas Daily Demand","2022M10D28","2022 October 28","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.566217"
"NGSD02C01","Networked Gas Daily Demand","2022M10D28","2022 October 28","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.972213"
"NGSD02C01","Networked Gas Daily Demand","2022M10D28","2022 October 28","10","Power Plants","Gigawatt hours","81.4225"
"NGSD02C01","Networked Gas Daily Demand","2022M10D28","2022 October 28","-","All networked gas customers","Gigawatt hours","127.345985"
"NGSD02C01","Networked Gas Daily Demand","2022M10D29","2022 October 29","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","19.912502"
"NGSD02C01","Networked Gas Daily Demand","2022M10D29","2022 October 29","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.603176"
"NGSD02C01","Networked Gas Daily Demand","2022M10D29","2022 October 29","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.042153"
"NGSD02C01","Networked Gas Daily Demand","2022M10D29","2022 October 29","10","Power Plants","Gigawatt hours","62.698333"
"NGSD02C01","Networked Gas Daily Demand","2022M10D29","2022 October 29","-","All networked gas customers","Gigawatt hours","106.256164"
"NGSD02C01","Networked Gas Daily Demand","2022M10D30","2022 October 30","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","19.917172"
"NGSD02C01","Networked Gas Daily Demand","2022M10D30","2022 October 30","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.687662"
"NGSD02C01","Networked Gas Daily Demand","2022M10D30","2022 October 30","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.131487"
"NGSD02C01","Networked Gas Daily Demand","2022M10D30","2022 October 30","10","Power Plants","Gigawatt hours","68.400834"
"NGSD02C01","Networked Gas Daily Demand","2022M10D30","2022 October 30","-","All networked gas customers","Gigawatt hours","109.137155"
"NGSD02C01","Networked Gas Daily Demand","2022M10D31","2022 October 31","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","22.980719"
"NGSD02C01","Networked Gas Daily Demand","2022M10D31","2022 October 31","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.670134"
"NGSD02C01","Networked Gas Daily Demand","2022M10D31","2022 October 31","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","13.384712"
"NGSD02C01","Networked Gas Daily Demand","2022M10D31","2022 October 31","10","Power Plants","Gigawatt hours","102.268889"
"NGSD02C01","Networked Gas Daily Demand","2022M10D31","2022 October 31","-","All networked gas customers","Gigawatt hours","146.304454"
"NGSD02C01","Networked Gas Daily Demand","2022M11D01","2022 November 01","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","29.677509"
"NGSD02C01","Networked Gas Daily Demand","2022M11D01","2022 November 01","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.057118"
"NGSD02C01","Networked Gas Daily Demand","2022M11D01","2022 November 01","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.243112"
"NGSD02C01","Networked Gas Daily Demand","2022M11D01","2022 November 01","10","Power Plants","Gigawatt hours","89.625"
"NGSD02C01","Networked Gas Daily Demand","2022M11D01","2022 November 01","-","All networked gas customers","Gigawatt hours","144.602739"
"NGSD02C01","Networked Gas Daily Demand","2022M11D02","2022 November 02","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","33.883925"
"NGSD02C01","Networked Gas Daily Demand","2022M11D02","2022 November 02","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.354816"
"NGSD02C01","Networked Gas Daily Demand","2022M11D02","2022 November 02","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.296839"
"NGSD02C01","Networked Gas Daily Demand","2022M11D02","2022 November 02","10","Power Plants","Gigawatt hours","76.449167"
"NGSD02C01","Networked Gas Daily Demand","2022M11D02","2022 November 02","-","All networked gas customers","Gigawatt hours","137.984747"
"NGSD02C01","Networked Gas Daily Demand","2022M11D03","2022 November 03","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","34.86699"
"NGSD02C01","Networked Gas Daily Demand","2022M11D03","2022 November 03","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.527635"
"NGSD02C01","Networked Gas Daily Demand","2022M11D03","2022 November 03","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","18.21608"
"NGSD02C01","Networked Gas Daily Demand","2022M11D03","2022 November 03","10","Power Plants","Gigawatt hours","113.098611"
"NGSD02C01","Networked Gas Daily Demand","2022M11D03","2022 November 03","-","All networked gas customers","Gigawatt hours","176.709316"
"NGSD02C01","Networked Gas Daily Demand","2022M11D04","2022 November 04","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","36.353616"
"NGSD02C01","Networked Gas Daily Demand","2022M11D04","2022 November 04","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","10.025621"
"NGSD02C01","Networked Gas Daily Demand","2022M11D04","2022 November 04","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.833816"
"NGSD02C01","Networked Gas Daily Demand","2022M11D04","2022 November 04","10","Power Plants","Gigawatt hours","111.542223"
"NGSD02C01","Networked Gas Daily Demand","2022M11D04","2022 November 04","-","All networked gas customers","Gigawatt hours","174.755276"
"NGSD02C01","Networked Gas Daily Demand","2022M11D05","2022 November 05","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","27.660827"
"NGSD02C01","Networked Gas Daily Demand","2022M11D05","2022 November 05","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.639414"
"NGSD02C01","Networked Gas Daily Demand","2022M11D05","2022 November 05","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.960586"
